TJ                    X                   Y                   Z                  VX                  VY                  VZ                  FI                 PSI                GAMA
s                    m                   m                   m               m / s               m / s               m / s                  бу                  бу                  бу
2489.3              5.7277e+006         8.386e+005          3.7404e+005         185.32              -3910               463.1               -96.411             -6.7472             0                   
2490.3              5.7279e+006         8.3469e+005         3.7451e+005         182.35              -3913.6             463.32              -96.461             -6.7443             0                   
2491.3              5.7281e+006         8.3077e+005         3.7497e+005         179.37              -3917.3             463.53              -96.512             -6.7414             0                   
2492.3              5.7282e+006         8.2685e+005         3.7543e+005         176.39              -3920.9             463.74              -96.562             -6.7385             0                   
2493.3              5.7284e+006         8.2293e+005         3.759e+005          173.41              -3924.6             463.95              -96.612             -6.7356             0                   
2494.3              5.7286e+006         8.1901e+005         3.7636e+005         170.43              -3928.2             464.16              -96.662             -6.7326             0                   
2495.3              5.7288e+006         8.1508e+005         3.7683e+005         167.44              -3931.9             464.37              -96.711             -6.7297             0                   
2496.3              5.7289e+006         8.1114e+005         3.7729e+005         164.45              -3935.5             464.58              -96.761             -6.7268             0                   
2497.3              5.7291e+006         8.072e+005          3.7776e+005         161.46              -3939.1             464.79              -96.811             -6.7238             0                   
2498.3              5.7292e+006         8.0326e+005         3.7822e+005         158.47              -3942.8             465                 -96.861             -6.7209             0                   
2499.3              5.7294e+006         7.9932e+005         3.7869e+005         155.47              -3946.4             465.21              -96.911             -6.7179             0                   
2500.3              5.7296e+006         7.9537e+005         3.7915e+005         152.47              -3950.1             465.42              -96.96              -6.7149             0                   
2501.3              5.7297e+006         7.9142e+005         3.7962e+005         149.46              -3953.8             465.63              -97.01              -6.712              0                   
2502.3              5.7299e+006         7.8746e+005         3.8008e+005         146.45              -3957.4             465.84              -97.06              -6.709              0                   
2503.3              5.73e+006           7.835e+005          3.8055e+005         143.44              -3961.1             466.04              -97.109             -6.706              0                   
2504.3              5.7301e+006         7.7954e+005         3.8101e+005         140.43              -3964.7             466.25              -97.159             -6.703              0                   
2505.3              5.7303e+006         7.7557e+005         3.8148e+005         137.41              -3968.4             466.46              -97.209             -6.7                0                   
2506.3              5.7304e+006         7.716e+005          3.8195e+005         134.4               -3972               466.66              -97.258             -6.697              0                   
2507.3              5.7305e+006         7.6763e+005         3.8241e+005         131.37              -3975.7             466.87              -97.308             -6.694              0                   
2508.3              5.7307e+006         7.6365e+005         3.8288e+005         128.35              -3979.4             467.07              -97.357             -6.6909             0                   
2509.3              5.7308e+006         7.5967e+005         3.8335e+005         125.32              -3983               467.28              -97.406             -6.6879             0                   
2510.3              5.7309e+006         7.5569e+005         3.8381e+005         122.29              -3986.7             467.48              -97.456             -6.6849             0                   
2511.3              5.731e+006          7.517e+005          3.8428e+005         119.25              -3990.4             467.69              -97.505             -6.6818             0                   
2512.3              5.7312e+006         7.4771e+005         3.8475e+005         116.22              -3994.1             467.89              -97.554             -6.6788             0                   
2513.3              5.7313e+006         7.4371e+005         3.8522e+005         113.18              -3997.7             468.1               -97.604             -6.6757             0                   
2514.3              5.7314e+006         7.3971e+005         3.8569e+005         110.13              -4001.4             468.3               -97.653             -6.6727             0                   
2515.3              5.7315e+006         7.3571e+005         3.8615e+005         107.09              -4005.1             468.5               -97.702             -6.6696             0                   
2516.3              5.7316e+006         7.317e+005          3.8662e+005         104.04              -4008.8             468.7               -97.751             -6.6665             0                   
2517.3              5.7317e+006         7.2769e+005         3.8709e+005         100.99              -4012.4             468.9               -97.8               -6.6634             0                   
2518.3              5.7318e+006         7.2368e+005         3.8756e+005         97.93               -4016.1             469.11              -97.849             -6.6603             0                   
2519.3              5.7319e+006         7.1966e+005         3.8803e+005         94.871              -4019.8             469.31              -97.898             -6.6572             0                   
2520.3              5.732e+006          7.1564e+005         3.885e+005          91.81               -4023.5             469.51              -97.947             -6.6541             0                   
2521.3              5.7321e+006         7.1161e+005         3.8897e+005         88.745              -4027.2             469.71              -97.996             -6.651              0                   
2522.3              5.7322e+006         7.0758e+005         3.8944e+005         85.677              -4030.9             469.91              -98.045             -6.6479             0                   
2523.3              5.7323e+006         7.0355e+005         3.8991e+005         82.606              -4034.5             470.11              -98.094             -6.6448             0                   
2524.3              5.7323e+006         6.9951e+005         3.9038e+005         79.532              -4038.2             470.3               -98.143             -6.6416             0                   
2525.3              5.7324e+006         6.9547e+005         3.9085e+005         76.455              -4041.9             470.5               -98.192             -6.6385             0                   
2526.3              5.7325e+006         6.9143e+005         3.9132e+005         73.375              -4045.6             470.7               -98.24              -6.6353             0                   
2527.3              5.7326e+006         6.8738e+005         3.9179e+005         70.291              -4049.3             470.9               -98.289             -6.6322             0                   
2528.3              5.7326e+006         6.8333e+005         3.9226e+005         67.205              -4053               471.1               -98.338             -6.629              0                   
2529.3              5.7327e+006         6.7928e+005         3.9273e+005         64.115              -4056.7             471.29              -98.387             -6.6259             0                   
2530.3              5.7328e+006         6.7522e+005         3.932e+005          61.023              -4060.4             471.49              -98.435             -6.6227             0                   
2531.3              5.7328e+006         6.7115e+005         3.9368e+005         57.927              -4064.1             471.68              -98.484             -6.6195             0                   
2532.3              5.7329e+006         6.6709e+005         3.9415e+005         54.828              -4067.8             471.88              -98.532             -6.6163             0                   
2533.3              5.7329e+006         6.6302e+005         3.9462e+005         51.725              -4071.5             472.07              -98.581             -6.6131             0                   
2534.3              5.733e+006          6.5895e+005         3.9509e+005         48.62               -4075.2             472.27              -98.629             -6.6099             0                   
2535.3              5.733e+006          6.5487e+005         3.9556e+005         45.511              -4078.9             472.46              -98.678             -6.6067             0                   
2536.3              5.7331e+006         6.5079e+005         3.9604e+005         42.4                -4082.6             472.66              -98.726             -6.6035             0                   
2537.3              5.7331e+006         6.467e+005          3.9651e+005         39.285              -4086.4             472.85              -98.775             -6.6003             0                   
2538.3              5.7332e+006         6.4261e+005         3.9698e+005         36.167              -4090.1             473.04              -98.823             -6.597              0                   
2539.3              5.7332e+006         6.3852e+005         3.9746e+005         33.045              -4093.8             473.23              -98.871             -6.5938             0                   
2540.3              5.7332e+006         6.3443e+005         3.9793e+005         29.921              -4097.5             473.43              -98.92              -6.5905             0                   
2541.3              5.7332e+006         6.3033e+005         3.984e+005          26.793              -4101.2             473.62              -98.968             -6.5873             0                   
2542.3              5.7333e+006         6.2622e+005         3.9888e+005         23.662              -4104.9             473.81              -99.016             -6.584              0                   
2543.3              5.7333e+006         6.2212e+005         3.9935e+005         20.528              -4108.7             474                 -99.064             -6.5808             0                   
2544.3              5.7333e+006         6.1801e+005         3.9982e+005         17.391              -4112.4             474.19              -99.112             -6.5775             0                   
2545.3              5.7333e+006         6.1389e+005         4.003e+005          14.25               -4116.1             474.38              -99.161             -6.5742             0                   
2546.3              5.7333e+006         6.0978e+005         4.0077e+005         11.106              -4119.8             474.57              -99.209             -6.5709             0                   
2547.3              5.7334e+006         6.0565e+005         4.0125e+005         7.9588              -4123.6             474.75              -99.257             -6.5676             0                   
2548.3              5.7334e+006         6.0153e+005         4.0172e+005         4.8084              -4127.3             474.94              -99.305             -6.5643             0                   
2549.3              5.7334e+006         5.974e+005          4.022e+005          1.6547              -4131               475.13              -99.353             -6.561              0                   
2550.3              5.7334e+006         5.9327e+005         4.0267e+005         -1.5023             -4134.8             475.32              -99.401             -6.5577             0                   
2551.3              5.7334e+006         5.8913e+005         4.0315e+005         -4.6626             -4138.5             475.5               -99.449             -6.5544             0                   
2552.3              5.7334e+006         5.8499e+005         4.0362e+005         -7.8261             -4142.2             475.69              -99.496             -6.5511             0                   
2553.3              5.7333e+006         5.8084e+005         4.041e+005          -10.993             -4146               475.88              -99.544             -6.5477             0                   
2554.3              5.7333e+006         5.767e+005          4.0458e+005         -14.163             -4149.7             476.06              -99.592             -6.5444             0                   
2555.3              5.7333e+006         5.7255e+005         4.0505e+005         -17.337             -4153.5             476.25              -99.64              -6.541              0                   
2556.3              5.7333e+006         5.6839e+005         4.0553e+005         -20.513             -4157.2             476.43              -99.688             -6.5377             0                   
2557.3              5.7333e+006         5.6423e+005         4.0601e+005         -23.693             -4161               476.61              -99.735             -6.5343             0                   
2558.3              5.7332e+006         5.6007e+005         4.0648e+005         -26.877             -4164.7             476.8               -99.783             -6.531              0                   
2559.3              5.7332e+006         5.559e+005          4.0696e+005         -30.064             -4168.5             476.98              -99.831             -6.5276             0                   
2560.3              5.7332e+006         5.5173e+005         4.0744e+005         -33.254             -4172.2             477.16              -99.878             -6.5242             0                   
2561.3              5.7332e+006         5.4756e+005         4.0791e+005         -36.447             -4176               477.35              -99.926             -6.5208             0                   
2562.3              5.7331e+006         5.4338e+005         4.0839e+005         -39.644             -4179.7             477.53              -99.973             -6.5174             0                   
2563.3              5.7331e+006         5.392e+005          4.0887e+005         -42.844             -4183.5             477.71              -100.02             -6.514              0                   
2564.3              5.733e+006          5.3501e+005         4.0935e+005         -46.048             -4187.2             477.89              -100.07             -6.5106             0                   
2565.3              5.733e+006          5.3082e+005         4.0982e+005         -49.255             -4191               478.07              -100.12             -6.5072             0                   
2566.3              5.7329e+006         5.2663e+005         4.103e+005          -52.465             -4194.8             478.25              -100.16             -6.5037             0                   
2567.3              5.7329e+006         5.2243e+005         4.1078e+005         -55.679             -4198.5             478.43              -100.21             -6.5003             0                   
2568.3              5.7328e+006         5.1823e+005         4.1126e+005         -58.896             -4202.3             478.61              -100.26             -6.4969             0                   
2569.3              5.7328e+006         5.1403e+005         4.1174e+005         -62.117             -4206.1             478.78              -100.31             -6.4934             0                   
2570.3              5.7327e+006         5.0982e+005         4.1222e+005         -65.341             -4209.8             478.96              -100.35             -6.49               0                   
2571.3              5.7326e+006         5.0561e+005         4.127e+005          -68.568             -4213.6             479.14              -100.4              -6.4865             0                   
2572.3              5.7326e+006         5.0139e+005         4.1317e+005         -71.799             -4217.4             479.32              -100.45             -6.4831             0                   
2573.3              5.7325e+006         4.9717e+005         4.1365e+005         -75.033             -4221.2             479.49              -100.49             -6.4796             0                   
2574.3              5.7324e+006         4.9295e+005         4.1413e+005         -78.271             -4224.9             479.67              -100.54             -6.4761             0                   
2575.3              5.7323e+006         4.8872e+005         4.1461e+005         -81.512             -4228.7             479.84              -100.59             -6.4726             0                   
2576.3              5.7322e+006         4.8449e+005         4.1509e+005         -84.757             -4232.5             480.02              -100.64             -6.4691             0                   
2577.3              5.7322e+006         4.8026e+005         4.1557e+005         -88.005             -4236.3             480.19              -100.68             -6.4656             0                   
2578.3              5.7321e+006         4.7602e+005         4.1605e+005         -91.257             -4240.1             480.36              -100.73             -6.4621             0                   
2579.3              5.732e+006          4.7178e+005         4.1653e+005         -94.512             -4243.8             480.54              -100.78             -6.4586             0                   
2580.3              5.7319e+006         4.6753e+005         4.1701e+005         -97.77              -4247.6             480.71              -100.82             -6.4551             0                   
2581.3              5.7318e+006         4.6328e+005         4.175e+005          -101.03             -4251.4             480.88              -100.87             -6.4515             0                   
2582.3              5.7317e+006         4.5903e+005         4.1798e+005         -104.3              -4255.2             481.05              -100.92             -6.448              0                   
2583.3              5.7316e+006         4.5477e+005         4.1846e+005         -107.57             -4259               481.22              -100.96             -6.4445             0                   
2584.3              5.7315e+006         4.5051e+005         4.1894e+005         -110.84             -4262.8             481.4               -101.01             -6.4409             0                   
2585.3              5.7313e+006         4.4625e+005         4.1942e+005         -114.12             -4266.6             481.57              -101.06             -6.4374             0                   
2586.3              5.7312e+006         4.4198e+005         4.199e+005          -117.4              -4270.4             481.74              -101.1              -6.4338             0                   
2587.3              5.7311e+006         4.3771e+005         4.2038e+005         -120.68             -4274.2             481.9               -101.15             -6.4302             0                   
2588.3              5.731e+006          4.3343e+005         4.2087e+005         -123.97             -4278               482.07              -101.2              -6.4267             0                   
2589.3              5.7309e+006         4.2915e+005         4.2135e+005         -127.26             -4281.8             482.24              -101.25             -6.4231             0                   
2590.3              5.7307e+006         4.2487e+005         4.2183e+005         -130.55             -4285.6             482.41              -101.29             -6.4195             0                   
2591.3              5.7306e+006         4.2058e+005         4.2231e+005         -133.85             -4289.4             482.57              -101.34             -6.4159             0                   
2592.3              5.7305e+006         4.1629e+005         4.228e+005          -137.15             -4293.2             482.74              -101.38             -6.4123             0                   
2593.3              5.7303e+006         4.1199e+005         4.2328e+005         -140.45             -4297               482.91              -101.43             -6.4087             0                   
2594.3              5.7302e+006         4.077e+005          4.2376e+005         -143.76             -4300.9             483.07              -101.48             -6.405              0                   
2595.3              5.73e+006           4.0339e+005         4.2424e+005         -147.07             -4304.7             483.24              -101.52             -6.4014             0                   
2596.3              5.7299e+006         3.9909e+005         4.2473e+005         -150.39             -4308.5             483.4               -101.57             -6.3978             0                   
2597.3              5.7297e+006         3.9478e+005         4.2521e+005         -153.71             -4312.3             483.57              -101.62             -6.3942             0                   
2598.3              5.7296e+006         3.9046e+005         4.257e+005          -157.03             -4316.1             483.73              -101.66             -6.3905             0                   
2599.3              5.7294e+006         3.8614e+005         4.2618e+005         -160.36             -4320               483.89              -101.71             -6.3869             0                   
2600.3              5.7293e+006         3.8182e+005         4.2666e+005         -163.69             -4323.8             484.05              -101.76             -6.3832             0                   
2601.3              5.7291e+006         3.775e+005          4.2715e+005         -167.02             -4327.6             484.21              -101.8              -6.3795             0                   
2602.3              5.7289e+006         3.7317e+005         4.2763e+005         -170.36             -4331.5             484.38              -101.85             -6.3759             0                   
2603.3              5.7288e+006         3.6883e+005         4.2812e+005         -173.7              -4335.3             484.54              -101.9              -6.3722             0                   
2604.3              5.7286e+006         3.645e+005          4.286e+005          -177.05             -4339.1             484.7               -101.94             -6.3685             0                   
2605.3              5.7284e+006         3.6015e+005         4.2909e+005         -180.39             -4343               484.86              -101.99             -6.3648             0                   
2606.3              5.7282e+006         3.5581e+005         4.2957e+005         -183.75             -4346.8             485.01              -102.03             -6.3611             0                   
2607.3              5.728e+006          3.5146e+005         4.3006e+005         -187.1              -4350.6             485.17              -102.08             -6.3574             0                   
2608.3              5.7279e+006         3.4711e+005         4.3054e+005         -190.46             -4354.5             485.33              -102.13             -6.3537             0                   
2609.3              5.7277e+006         3.4275e+005         4.3103e+005         -193.83             -4358.3             485.49              -102.17             -6.3499             0                   
2610.3              5.7275e+006         3.3839e+005         4.3151e+005         -197.19             -4362.2             485.64              -102.22             -6.3462             0                   
2611.3              5.7273e+006         3.3403e+005         4.32e+005           -200.56             -4366               485.8               -102.26             -6.3425             0                   
2612.3              5.7271e+006         3.2966e+005         4.3248e+005         -203.94             -4369.9             485.96              -102.31             -6.3387             0                   
2613.3              5.7269e+006         3.2529e+005         4.3297e+005         -207.32             -4373.7             486.11              -102.36             -6.335              0                   
2614.3              5.7266e+006         3.2091e+005         4.3346e+005         -210.7              -4377.6             486.27              -102.4              -6.3312             0                   
2615.3              5.7264e+006         3.1653e+005         4.3394e+005         -214.09             -4381.4             486.42              -102.45             -6.3275             0                   
2616.3              5.7262e+006         3.1215e+005         4.3443e+005         -217.48             -4385.3             486.57              -102.49             -6.3237             0                   
2617.3              5.726e+006          3.0776e+005         4.3491e+005         -220.87             -4389.1             486.72              -102.54             -6.3199             0                   
2618.3              5.7258e+006         3.0337e+005         4.354e+005          -224.27             -4393               486.88              -102.59             -6.3161             0                   
2619.3              5.7256e+006         2.9898e+005         4.3589e+005         -227.67             -4396.9             487.03              -102.63             -6.3123             0                   
2620.3              5.7253e+006         2.9458e+005         4.3638e+005         -231.07             -4400.7             487.18              -102.68             -6.3085             0                   
2621.3              5.7251e+006         2.9017e+005         4.3686e+005         -234.48             -4404.6             487.33              -102.72             -6.3047             0                   
2622.3              5.7249e+006         2.8577e+005         4.3735e+005         -237.89             -4408.5             487.48              -102.77             -6.3009             0                   
2623.3              5.7246e+006         2.8136e+005         4.3784e+005         -241.31             -4412.3             487.63              -102.82             -6.2971             0                   
2624.3              5.7244e+006         2.7694e+005         4.3833e+005         -244.73             -4416.2             487.78              -102.86             -6.2933             0                   
2625.3              5.7241e+006         2.7253e+005         4.3881e+005         -248.16             -4420.1             487.93              -102.91             -6.2894             0                   
2626.3              5.7239e+006         2.681e+005          4.393e+005          -251.58             -4424               488.07              -102.95             -6.2856             0                   
2627.3              5.7236e+006         2.6368e+005         4.3979e+005         -255.02             -4427.9             488.22              -103                -6.2817             0                   
2628.3              5.7234e+006         2.5925e+005         4.4028e+005         -258.45             -4431.7             488.37              -103.04             -6.2779             0                   
2629.3              5.7231e+006         2.5481e+005         4.4077e+005         -261.89             -4435.6             488.51              -103.09             -6.274              0                   
2630.3              5.7228e+006         2.5038e+005         4.4125e+005         -265.33             -4439.5             488.66              -103.13             -6.2702             0                   
2631.3              5.7226e+006         2.4593e+005         4.4174e+005         -268.78             -4443.4             488.8               -103.18             -6.2663             0                   
2632.3              5.7223e+006         2.4149e+005         4.4223e+005         -272.23             -4447.3             488.95              -103.23             -6.2624             0                   
2633.3              5.722e+006          2.3704e+005         4.4272e+005         -275.69             -4451.2             489.09              -103.27             -6.2585             0                   
2634.3              5.7218e+006         2.3259e+005         4.4321e+005         -279.15             -4455.1             489.23              -103.32             -6.2546             0                   
2635.3              5.7215e+006         2.2813e+005         4.437e+005          -282.61             -4459               489.37              -103.36             -6.2507             0                   
2636.3              5.7212e+006         2.2367e+005         4.4419e+005         -286.08             -4462.9             489.51              -103.41             -6.2468             0                   
2637.3              5.7209e+006         2.192e+005          4.4468e+005         -289.55             -4466.8             489.66              -103.45             -6.2429             0                   
2638.3              5.7206e+006         2.1474e+005         4.4517e+005         -293.03             -4470.7             489.8               -103.5              -6.239              0                   
2639.3              5.7203e+006         2.1026e+005         4.4566e+005         -296.51             -4474.6             489.94              -103.54             -6.235              0                   
2640.3              5.72e+006           2.0579e+005         4.4615e+005         -299.99             -4478.5             490.07              -103.59             -6.2311             0                   
2641.3              5.7197e+006         2.0131e+005         4.4664e+005         -303.48             -4482.4             490.21              -103.63             -6.2271             0                   
2642.3              5.7194e+006         1.9682e+005         4.4713e+005         -306.97             -4486.3             490.35              -103.68             -6.2232             0                   
2643.3              5.7191e+006         1.9233e+005         4.4762e+005         -310.46             -4490.2             490.49              -103.72             -6.2192             0                   
2644.3              5.7188e+006         1.8784e+005         4.4811e+005         -313.96             -4494.1             490.62              -103.77             -6.2153             0                   
2645.3              5.7185e+006         1.8334e+005         4.486e+005          -317.47             -4498.1             490.76              -103.81             -6.2113             0                   
2646.3              5.7182e+006         1.7884e+005         4.4909e+005         -320.97             -4502               490.9               -103.86             -6.2073             0                   
2647.3              5.7178e+006         1.7434e+005         4.4958e+005         -324.49             -4505.9             491.03              -103.9              -6.2033             0                   
2648.3              5.7175e+006         1.6983e+005         4.5007e+005         -328                -4509.8             491.16              -103.95             -6.1993             0                   
2649.3              5.7172e+006         1.6532e+005         4.5056e+005         -331.52             -4513.8             491.3               -103.99             -6.1953             0                   
2650.3              5.7168e+006         1.6081e+005         4.5106e+005         -335.05             -4517.7             491.43              -104.04             -6.1913             0                   
2651.3              5.7165e+006         1.5629e+005         4.5155e+005         -338.57             -4521.6             491.56              -104.08             -6.1873             0                   
2652.3              5.7162e+006         1.5176e+005         4.5204e+005         -342.11             -4525.6             491.69              -104.13             -6.1833             0                   
2653.3              5.7158e+006         1.4723e+005         4.5253e+005         -345.64             -4529.5             491.83              -104.17             -6.1792             0                   
2654.3              5.7155e+006         1.427e+005          4.5302e+005         -349.18             -4533.4             491.96              -104.22             -6.1752             0                   
2655.3              5.7151e+006         1.3817e+005         4.5351e+005         -352.73             -4537.4             492.08              -104.26             -6.1712             0                   
2656.3              5.7148e+006         1.3363e+005         4.5401e+005         -356.28             -4541.3             492.21              -104.31             -6.1671             0                   
2657.3              5.7144e+006         1.2909e+005         4.545e+005          -359.83             -4545.3             492.34              -104.35             -6.163              0                   
2658.3              5.714e+006          1.2454e+005         4.5499e+005         -363.39             -4549.2             492.47              -104.4              -6.159              0                   
2659.3              5.7137e+006         1.1999e+005         4.5548e+005         -366.95             -4553.1             492.6               -104.44             -6.1549             0                   
2660.3              5.7133e+006         1.1543e+005         4.5598e+005         -370.51             -4557.1             492.72              -104.49             -6.1508             0                   
2661.3              5.7129e+006         1.1087e+005         4.5647e+005         -374.08             -4561.1             492.85              -104.53             -6.1467             0                   
2662.3              5.7126e+006         1.0631e+005         4.5696e+005         -377.66             -4565               492.97              -104.58             -6.1426             0                   
2663.3              5.7122e+006         1.0174e+005         4.5746e+005         -381.23             -4569               493.1               -104.62             -6.1385             0                   
2664.3              5.7118e+006         97172               4.5795e+005         -384.82             -4572.9             493.22              -104.67             -6.1344             0                   
2665.3              5.7114e+006         92597               4.5844e+005         -388.4              -4576.9             493.35              -104.71             -6.1303             0                   
2666.3              5.711e+006          88018               4.5894e+005         -391.99             -4580.9             493.47              -104.76             -6.1262             0                   
2667.3              5.7106e+006         83435               4.5943e+005         -395.59             -4584.8             493.59              -104.8              -6.1221             0                   
2668.3              5.7102e+006         78848               4.5992e+005         -399.19             -4588.8             493.71              -104.84             -6.1179             0                   
2669.3              5.7098e+006         74258               4.6042e+005         -402.79             -4592.8             493.83              -104.89             -6.1138             0                   
2670.3              5.7094e+006         69663               4.6091e+005         -406.4              -4596.7             493.95              -104.93             -6.1096             0                   
2671.3              5.709e+006          65064               4.614e+005          -410.01             -4600.7             494.07              -104.98             -6.1055             0                   
2672.3              5.7086e+006         60461               4.619e+005          -413.63             -4604.7             494.19              -105.02             -6.1013             0                   
2673.3              5.7082e+006         55855               4.6239e+005         -417.25             -4608.7             494.31              -105.07             -6.0971             0                   
2674.3              5.7078e+006         51244               4.6289e+005         -420.87             -4612.7             494.42              -105.11             -6.0929             0                   
2675.3              5.7073e+006         46629               4.6338e+005         -424.5              -4616.6             494.54              -105.16             -6.0888             0                   
2676.3              5.7069e+006         42011               4.6388e+005         -428.14             -4620.6             494.65              -105.2              -6.0846             0                   
2677.3              5.7065e+006         37388               4.6437e+005         -431.78             -4624.6             494.77              -105.24             -6.0804             0                   
2678.3              5.7061e+006         32762               4.6487e+005         -435.42             -4628.6             494.88              -105.29             -6.0762             0                   
2679.3              5.7056e+006         28131               4.6536e+005         -439.07             -4632.6             495                 -105.33             -6.0719             0                   
2680.3              5.7052e+006         23496               4.6586e+005         -442.72             -4636.6             495.11              -105.38             -6.0677             0                   
2681.3              5.7047e+006         18858               4.6635e+005         -446.37             -4640.6             495.22              -105.42             -6.0635             0                   
2682.3              5.7043e+006         14215               4.6685e+005         -450.03             -4644.6             495.33              -105.47             -6.0592             0                   
2683.3              5.7038e+006         9568.5              4.6734e+005         -453.7              -4648.6             495.44              -105.51             -6.055              0                   
2684.3              5.7034e+006         4917.9              4.6784e+005         -457.37             -4652.6             495.55              -105.55             -6.0507             0                   
2685.3              5.7029e+006         263.3               4.6833e+005         -461.04             -4656.6             495.66              -105.6              -6.0465             0                   
2686.3              5.7025e+006         -4395.3             4.6883e+005         -464.72             -4660.6             495.77              -105.64             -6.0422             0                   
2687.3              5.702e+006          -9058               4.6932e+005         -468.4              -4664.7             495.88              -105.69             -6.0379             0                   
2688.3              5.7015e+006         -13725              4.6982e+005         -472.09             -4668.7             495.99              -105.73             -6.0337             0                   
2689.3              5.701e+006          -18395              4.7032e+005         -475.78             -4672.7             496.09              -105.77             -6.0294             0                   
2690.3              5.7006e+006         -23070              4.7081e+005         -479.48             -4676.7             496.2               -105.82             -6.0251             0                   
2691.3              5.7001e+006         -27749              4.7131e+005         -483.18             -4680.7             496.3               -105.86             -6.0208             0                   
2692.3              5.6996e+006         -32431              4.718e+005          -486.88             -4684.8             496.41              -105.91             -6.0165             0                   
2693.3              5.6991e+006         -37118              4.723e+005          -490.59             -4688.8             496.51              -105.95             -6.0121             0                   
2694.3              5.6986e+006         -41809              4.728e+005          -494.31             -4692.8             496.61              -105.99             -6.0078             0                   
2695.3              5.6981e+006         -46504              4.7329e+005         -498.02             -4696.8             496.72              -106.04             -6.0035             0                   
2696.3              5.6976e+006         -51203              4.7379e+005         -501.75             -4700.9             496.82              -106.08             -5.9991             0                   
2697.3              5.6971e+006         -55906              4.7429e+005         -505.48             -4704.9             496.92              -106.13             -5.9948             0                   
2698.3              5.6966e+006         -60613              4.7479e+005         -509.21             -4709               497.02              -106.17             -5.9904             0                   
2699.3              5.6961e+006         -65324              4.7528e+005         -512.95             -4713               497.12              -106.21             -5.9861             0                   
2700.3              5.6956e+006         -70039              4.7578e+005         -516.69             -4717               497.22              -106.26             -5.9817             0                   
2701.3              5.6951e+006         -74758              4.7628e+005         -520.43             -4721.1             497.31              -106.3              -5.9773             0                   
2702.3              5.6946e+006         -79481              4.7677e+005         -524.18             -4725.1             497.41              -106.35             -5.973              0                   
2703.3              5.694e+006          -84208              4.7727e+005         -527.94             -4729.2             497.51              -106.39             -5.9686             0                   
2704.3              5.6935e+006         -88939              4.7777e+005         -531.7              -4733.3             497.6               -106.43             -5.9642             0                   
2705.3              5.693e+006          -93674              4.7827e+005         -535.47             -4737.3             497.7               -106.48             -5.9598             0                   
2706.3              5.6924e+006         -98414              4.7876e+005         -539.24             -4741.4             497.79              -106.52             -5.9553             0                   
2707.3              5.6919e+006         -1.0316e+005        4.7926e+005         -543.01             -4745.4             497.88              -106.56             -5.9509             0                   
2708.3              5.6913e+006         -1.079e+005         4.7976e+005         -546.79             -4749.5             497.98              -106.61             -5.9465             0                   
2709.3              5.6908e+006         -1.1266e+005        4.8026e+005         -550.57             -4753.6             498.07              -106.65             -5.9421             0                   
2710.3              5.6902e+006         -1.1741e+005        4.8076e+005         -554.36             -4757.6             498.16              -106.69             -5.9376             0                   
2711.3              5.6897e+006         -1.2217e+005        4.8125e+005         -558.15             -4761.7             498.25              -106.74             -5.9332             0                   
