TJ                    X                   Y                   Z                  VX                  VY                  VZ                  FI                 PSI                GAMA
s                    m                   m                   m               m / s               m / s               m / s                  бу                  бу                  бу
161.5               1.8969e+005         3.1639e+005         -655.11             2735.3              4072.7              -10.275             59.468              0                   0                   
161.6               1.8997e+005         3.168e+005          -656.14             2738.5              4077.2              -10.285             59.464              0                   0                   
161.7               1.9024e+005         3.1721e+005         -657.17             2741.6              4081.7              -10.296             59.46               0                   0                   
161.8               1.9052e+005         3.1762e+005         -658.2              2744.8              4086.3              -10.306             59.456              0                   0                   
161.9               1.9079e+005         3.1803e+005         -659.23             2748                4090.8              -10.316             59.452              0                   0                   
162                 1.9107e+005         3.1844e+005         -660.26             2751.2              4095.4              -10.326             59.448              0                   0                   
162.1               1.9134e+005         3.1885e+005         -661.29             2754.4              4100                -10.336             59.444              0                   0                   
162.2               1.9162e+005         3.1926e+005         -662.33             2757.6              4104.6              -10.346             59.44               0                   0                   
162.3               1.9189e+005         3.1967e+005         -663.36             2760.8              4109.2              -10.356             59.436              0                   0                   
162.4               1.9217e+005         3.2008e+005         -664.4              2764                4113.8              -10.366             59.432              0                   0                   
162.5               1.9244e+005         3.2049e+005         -665.44             2767.3              4118.4              -10.376             59.428              0                   0                   
162.6               1.9272e+005         3.209e+005          -666.48             2770.5              4123.1              -10.386             59.424              0                   0                   
162.7               1.93e+005           3.2131e+005         -667.51             2773.8              4127.8              -10.396             59.42               0                   0                   
162.8               1.9328e+005         3.2173e+005         -668.55             2777.1              4132.5              -10.406             59.416              0                   0                   
162.9               1.9355e+005         3.2214e+005         -669.6              2780.4              4137.2              -10.417             59.412              0                   0                   
163                 1.9383e+005         3.2255e+005         -670.64             2783.7              4141.9              -10.427             59.408              0                   0                   
163.1               1.9411e+005         3.2297e+005         -671.68             2787                4146.6              -10.437             59.404              0                   0                   
163.2               1.9439e+005         3.2338e+005         -672.73             2790.3              4151.4              -10.447             59.4                0                   0                   
163.3               1.9467e+005         3.238e+005          -673.77             2793.6              4156.2              -10.457             59.396              0                   0                   
163.4               1.9495e+005         3.2421e+005         -674.82             2796.9              4161                -10.467             59.392              0                   0                   
163.5               1.9523e+005         3.2463e+005         -675.86             2800.3              4165.8              -10.478             59.388              0                   0                   
163.6               1.9551e+005         3.2505e+005         -676.91             2803.6              4170.6              -10.488             59.384              0                   0                   
163.7               1.9579e+005         3.2547e+005         -677.96             2807                4175.5              -10.498             59.38               0                   0                   
163.8               1.9607e+005         3.2588e+005         -679.01             2810.4              4180.3              -10.508             59.376              0                   0                   
163.9               1.9635e+005         3.263e+005          -680.06             2813.8              4185.2              -10.519             59.372              0                   0                   
164                 1.9663e+005         3.2672e+005         -681.12             2817.2              4190.1              -10.529             59.368              0                   0                   
164.1               1.9691e+005         3.2714e+005         -682.17             2820.6              4195.1              -10.539             59.364              0                   0                   
164.2               1.972e+005          3.2756e+005         -683.22             2824                4200                -10.549             59.36               0                   0                   
164.3               1.9748e+005         3.2798e+005         -684.28             2827.5              4205                -10.56              59.356              0                   0                   
164.4               1.9776e+005         3.284e+005          -685.34             2830.9              4209.9              -10.57              59.352              0                   0                   
164.5               1.9805e+005         3.2882e+005         -686.39             2834.4              4214.9              -10.58              59.348              0                   0                   
164.6               1.9833e+005         3.2924e+005         -687.45             2837.8              4219.9              -10.591             59.344              0                   0                   
164.7               1.9861e+005         3.2967e+005         -688.51             2841.3              4225                -10.601             59.34               0                   0                   
164.8               1.989e+005          3.3009e+005         -689.57             2844.8              4230                -10.611             59.336              0                   0                   
164.9               1.9918e+005         3.3051e+005         -690.63             2848.3              4235.1              -10.622             59.332              0                   0                   
165                 1.9947e+005         3.3094e+005         -691.7              2851.8              4240.2              -10.632             59.328              0                   0                   
165.1               1.9975e+005         3.3136e+005         -692.76             2855.4              4245.3              -10.642             59.324              0                   0                   
165.2               2.0004e+005         3.3178e+005         -693.82             2858.9              4250.4              -10.653             59.32               0                   0                   
165.3               2.0032e+005         3.3221e+005         -694.89             2862.5              4255.6              -10.663             59.316              0                   0                   
165.4               2.0061e+005         3.3264e+005         -695.96             2866                4260.7              -10.674             59.312              0                   0                   
165.5               2.009e+005          3.3306e+005         -697.02             2869.6              4265.9              -10.684             59.308              0                   0                   
165.6               2.0118e+005         3.3349e+005         -698.09             2873.2              4271.1              -10.695             59.304              0                   0                   
165.7               2.0147e+005         3.3392e+005         -699.16             2876.8              4276.3              -10.705             59.3                0                   0                   
165.8               2.0176e+005         3.3434e+005         -700.23             2880.4              4281.6              -10.716             59.296              0                   0                   
165.9               2.0205e+005         3.3477e+005         -701.31             2884                4286.8              -10.726             59.292              0                   0                   
166                 2.0234e+005         3.352e+005          -702.38             2887.7              4292.1              -10.736             59.288              0                   0                   
166.1               2.0263e+005         3.3563e+005         -703.45             2891.3              4297.4              -10.747             59.284              0                   0                   
166.2               2.0292e+005         3.3606e+005         -704.53             2895                4302.7              -10.757             59.28               0                   0                   
166.3               2.032e+005          3.3649e+005         -705.61             2898.6              4308.1              -10.768             59.276              0                   0                   
166.4               2.0349e+005         3.3692e+005         -706.68             2902.3              4313.4              -10.779             59.272              0                   0                   
166.5               2.0379e+005         3.3735e+005         -707.76             2906                4318.8              -10.789             59.268              0                   0                   
166.6               2.0408e+005         3.3779e+005         -708.84             2909.7              4324.2              -10.8               59.264              0                   0                   
166.7               2.0437e+005         3.3822e+005         -709.92             2913.5              4329.6              -10.81              59.26               0                   0                   
166.8               2.0466e+005         3.3865e+005         -711                2917.2              4335.1              -10.821             59.256              0                   0                   
166.9               2.0495e+005         3.3909e+005         -712.09             2921                4340.6              -10.831             59.252              0                   0                   
167                 2.0524e+005         3.3952e+005         -713.17             2924.7              4346                -10.842             59.248              0                   0                   
167.1               2.0554e+005         3.3995e+005         -714.25             2928.5              4351.5              -10.853             59.244              0                   0                   
167.2               2.0583e+005         3.4039e+005         -715.34             2932.3              4357.1              -10.863             59.24               0                   0                   
167.3               2.0612e+005         3.4083e+005         -716.43             2936.1              4362.6              -10.874             59.236              0                   0                   
167.4               2.0642e+005         3.4126e+005         -717.51             2939.9              4368.2              -10.885             59.232              0                   0                   
167.5               2.0671e+005         3.417e+005          -718.6              2943.7              4373.8              -10.895             59.227              0                   0                   
167.6               2.07e+005           3.4214e+005         -719.69             2947.6              4379.4              -10.906             59.223              0                   0                   
167.7               2.073e+005          3.4258e+005         -720.78             2951.4              4385                -10.917             59.219              0                   0                   
167.8               2.0759e+005         3.4301e+005         -721.88             2955.3              4390.7              -10.927             59.215              0                   0                   
167.9               2.0789e+005         3.4345e+005         -722.97             2959.2              4396.4              -10.938             59.211              0                   0                   
168                 2.0819e+005         3.4389e+005         -724.06             2963.1              4402.1              -10.949             59.207              0                   0                   
168.1               2.0848e+005         3.4433e+005         -725.16             2967                4407.8              -10.96              59.203              0                   0                   
168.2               2.0878e+005         3.4478e+005         -726.26             2970.9              4413.5              -10.97              59.199              0                   0                   
168.3               2.0908e+005         3.4522e+005         -727.35             2974.8              4419.3              -10.981             59.195              0                   0                   
168.4               2.0938e+005         3.4566e+005         -728.45             2978.8              4425.1              -10.992             59.191              0                   0                   
168.5               2.0967e+005         3.461e+005          -729.55             2982.7              4430.9              -11.003             59.187              0                   0                   
168.6               2.0997e+005         3.4655e+005         -730.65             2986.7              4436.7              -11.014             59.183              0                   0                   
168.7               2.1027e+005         3.4699e+005         -731.76             2990.7              4442.6              -11.024             59.179              0                   0                   
168.8               2.1057e+005         3.4743e+005         -732.86             2994.7              4448.5              -11.035             59.175              0                   0                   
168.9               2.1087e+005         3.4788e+005         -733.96             2998.7              4454.4              -11.046             59.171              0                   0                   
169                 2.1117e+005         3.4832e+005         -735.07             3002.8              4460.3              -11.057             59.167              0                   0                   
169.1               2.1147e+005         3.4877e+005         -736.17             3006.8              4466.2              -11.068             59.163              0                   0                   
169.2               2.1177e+005         3.4922e+005         -737.28             3010.9              4472.2              -11.079             59.159              0                   0                   
169.3               2.1207e+005         3.4967e+005         -738.39             3015                4478.2              -11.09              59.155              0                   0                   
169.4               2.1237e+005         3.5011e+005         -739.5              3019.1              4484.2              -11.101             59.151              0                   0                   
169.5               2.1268e+005         3.5056e+005         -740.61             3023.2              4490.3              -11.112             59.147              0                   0                   
169.6               2.1298e+005         3.5101e+005         -741.72             3027.3              4496.3              -11.123             59.143              0                   0                   
169.7               2.1328e+005         3.5146e+005         -742.83             3031.4              4502.4              -11.134             59.139              0                   0                   
169.8               2.1358e+005         3.5191e+005         -743.95             3035.6              4508.6              -11.145             59.135              0                   0                   
169.9               2.1389e+005         3.5236e+005         -745.06             3039.8              4514.7              -11.156             59.131              0                   0                   
170                 2.1419e+005         3.5282e+005         -746.18             3043.9              4520.9              -11.167             59.127              0                   0                   
170.1               2.145e+005          3.5327e+005         -747.3              3048.1              4527                -11.178             59.123              0                   0                   
170.2               2.148e+005          3.5372e+005         -748.41             3052.4              4533.3              -11.189             59.119              0                   0                   
170.3               2.1511e+005         3.5417e+005         -749.53             3056.6              4539.5              -11.2               59.115              0                   0                   
170.4               2.1541e+005         3.5463e+005         -750.65             3060.8              4545.8              -11.211             59.111              0                   0                   
170.5               2.1572e+005         3.5508e+005         -751.78             3065.1              4552.1              -11.222             59.107              0                   0                   
170.6               2.1603e+005         3.5554e+005         -752.9              3069.4              4558.4              -11.233             59.103              0                   0                   
170.7               2.1633e+005         3.56e+005           -754.02             3073.7              4564.7              -11.244             59.099              0                   0                   
170.8               2.1664e+005         3.5645e+005         -755.15             3078                4571.1              -11.255             59.095              0                   0                   
170.9               2.1695e+005         3.5691e+005         -756.27             3082.3              4577.5              -11.267             59.091              0                   0                   
171                 2.1726e+005         3.5737e+005         -757.4              3086.6              4583.9              -11.278             59.087              0                   0                   
171.1               2.1757e+005         3.5783e+005         -758.53             3091                4590.3              -11.289             59.083              0                   0                   
171.2               2.1788e+005         3.5829e+005         -759.66             3095.4              4596.8              -11.3               59.079              0                   0                   
171.3               2.1819e+005         3.5875e+005         -760.79             3099.8              4603.3              -11.311             59.075              0                   0                   
171.4               2.185e+005          3.5921e+005         -761.92             3104.2              4609.8              -11.323             59.071              0                   0                   
171.5               2.1881e+005         3.5967e+005         -763.05             3108.6              4616.4              -11.334             59.067              0                   0                   
171.6               2.1912e+005         3.6013e+005         -764.19             3113                4622.9              -11.345             59.063              0                   0                   
171.7               2.1943e+005         3.6059e+005         -765.32             3117.5              4629.6              -11.356             59.059              0                   0                   
171.8               2.1974e+005         3.6106e+005         -766.46             3122                4636.2              -11.368             59.055              0                   0                   
171.9               2.2005e+005         3.6152e+005         -767.6              3126.4              4642.8              -11.379             59.051              0                   0                   
172                 2.2037e+005         3.6198e+005         -768.74             3131                4649.5              -11.39              59.047              0                   0                   
172.1               2.2068e+005         3.6245e+005         -769.87             3135.5              4656.2              -11.402             59.043              0                   0                   
172.2               2.2099e+005         3.6292e+005         -771.02             3140                4663                -11.413             59.039              0                   0                   
172.3               2.2131e+005         3.6338e+005         -772.16             3144.6              4669.8              -11.424             59.035              0                   0                   
172.4               2.2162e+005         3.6385e+005         -773.3              3149.2              4676.5              -11.436             59.031              0                   0                   
172.5               2.2194e+005         3.6432e+005         -774.44             3153.7              4683.4              -11.447             59.027              0                   0                   
172.6               2.2225e+005         3.6479e+005         -775.59             3158.4              4690.2              -11.459             59.023              0                   0                   
172.7               2.2257e+005         3.6526e+005         -776.74             3163                4697.1              -11.47              59.019              0                   0                   
172.8               2.2289e+005         3.6573e+005         -777.88             3167.6              4704                -11.482             59.015              0                   0                   
172.9               2.232e+005          3.662e+005          -779.03             3172.3              4711                -11.493             59.011              0                   0                   
173                 2.2352e+005         3.6667e+005         -780.18             3177                4717.9              -11.505             59.007              0                   0                   
173.1               2.2384e+005         3.6714e+005         -781.33             3181.7              4724.9              -11.516             59.003              0                   0                   
173.2               2.2416e+005         3.6761e+005         -782.49             3186.4              4732                -11.528             58.999              0                   0                   
173.3               2.2448e+005         3.6809e+005         -783.64             3191.2              4739                -11.539             58.995              0                   0                   
173.4               2.248e+005          3.6856e+005         -784.79             3195.9              4746.1              -11.551             58.991              0                   0                   
173.5               2.2511e+005         3.6904e+005         -785.95             3200.7              4753.2              -11.562             58.987              0                   0                   
173.6               2.2544e+005         3.6951e+005         -787.11             3205.5              4760.4              -11.574             58.983              0                   0                   
173.7               2.2576e+005         3.6999e+005         -788.26             3210.3              4767.6              -11.585             58.979              0                   0                   
173.8               2.2608e+005         3.7046e+005         -789.42             3215.1              4774.8              -11.597             58.975              0                   0                   
173.9               2.264e+005          3.7094e+005         -790.58             3220                4782                -11.609             58.971              0                   0                   
174                 2.2672e+005         3.7142e+005         -791.74             3224.9              4789.3              -11.62              58.967              0                   0                   
174.1               2.2704e+005         3.719e+005          -792.91             3229.8              4796.6              -11.632             58.963              0                   0                   
174.2               2.2737e+005         3.7238e+005         -794.07             3234.7              4803.9              -11.644             58.959              0                   0                   
174.3               2.2769e+005         3.7286e+005         -795.24             3239.6              4811.3              -11.656             58.955              0                   0                   
174.4               2.2802e+005         3.7334e+005         -796.4              3244.5              4818.7              -11.667             58.951              0                   0                   
174.5               2.2834e+005         3.7382e+005         -797.57             3249.5              4826.1              -11.679             58.947              0                   0                   
174.6               2.2867e+005         3.7431e+005         -798.74             3254.5              4833.6              -11.691             58.943              0                   0                   
174.7               2.2899e+005         3.7479e+005         -799.91             3259.5              4841.1              -11.703             58.939              0                   0                   
174.8               2.2932e+005         3.7528e+005         -801.08             3264.6              4848.6              -11.715             58.935              0                   0                   
174.9               2.2964e+005         3.7576e+005         -802.25             3269.6              4856.2              -11.726             58.931              0                   0                   
175                 2.2997e+005         3.7625e+005         -803.42             3274.7              4863.8              -11.738             58.927              0                   0                   
175.1               2.303e+005          3.7673e+005         -804.6              3279.8              4871.4              -11.75              58.923              0                   0                   
175.2               2.3063e+005         3.7722e+005         -805.77             3284.9              4879.1              -11.762             58.919              0                   0                   
175.3               2.3096e+005         3.7771e+005         -806.95             3290                4886.8              -11.774             58.915              0                   0                   
175.4               2.3128e+005         3.782e+005          -808.13             3295.2              4894.5              -11.786             58.911              0                   0                   
175.5               2.3161e+005         3.7869e+005         -809.31             3300.4              4902.2              -11.798             58.907              0                   0                   
175.6               2.3194e+005         3.7918e+005         -810.49             3305.6              4910                -11.81              58.903              0                   0                   
175.7               2.3228e+005         3.7967e+005         -811.67             3310.8              4917.9              -11.822             58.899              0                   0                   
175.8               2.3261e+005         3.8016e+005         -812.85             3316                4925.8              -11.834             58.895              0                   0                   
175.9               2.3294e+005         3.8066e+005         -814.04             3321.3              4933.7              -11.846             58.891              0                   0                   
176                 2.3327e+005         3.8115e+005         -815.22             3326.6              4941.6              -11.858             58.887              0                   0                   
176.1               2.336e+005          3.8164e+005         -816.41             3331.9              4949.6              -11.87              58.883              0                   0                   
176.2               2.3394e+005         3.8214e+005         -817.6              3337.2              4957.6              -11.882             58.879              0                   0                   
176.3               2.3427e+005         3.8264e+005         -818.78             3342.6              4965.6              -11.894             58.875              0                   0                   
176.4               2.3461e+005         3.8313e+005         -819.97             3348                4973.7              -11.906             58.871              0                   0                   
176.5               2.3494e+005         3.8363e+005         -821.17             3353.4              4981.8              -11.918             58.867              0                   0                   
176.6               2.3528e+005         3.8413e+005         -822.36             3358.8              4990                -11.931             58.863              0                   0                   
176.7               2.3561e+005         3.8463e+005         -823.55             3364.2              4998.2              -11.943             58.859              0                   0                   
176.8               2.3595e+005         3.8513e+005         -824.75             3369.7              5006.4              -11.955             58.855              0                   0                   
176.9               2.3629e+005         3.8563e+005         -825.94             3375.2              5014.7              -11.967             58.85               0                   0                   
177                 2.3662e+005         3.8613e+005         -827.14             3380.7              5023                -11.98              58.846              0                   0                   
177.1               2.3696e+005         3.8663e+005         -828.34             3386.3              5031.3              -11.992             58.842              0                   0                   
177.2               2.373e+005          3.8714e+005         -829.54             3391.8              5039.7              -12.004             58.838              0                   0                   
177.3               2.3764e+005         3.8764e+005         -830.74             3397.4              5048.1              -12.016             58.834              0                   0                   
177.4               2.3798e+005         3.8815e+005         -831.94             3403                5056.6              -12.029             58.83               0                   0                   
177.5               2.3832e+005         3.8865e+005         -833.15             3408.7              5065.1              -12.041             58.826              0                   0                   
177.6               2.3866e+005         3.8916e+005         -834.35             3414.3              5073.6              -12.054             58.822              0                   0                   
177.7               2.39e+005           3.8967e+005         -835.56             3420                5082.2              -12.066             58.818              0                   0                   
177.8               2.3935e+005         3.9018e+005         -836.76             3425.7              5090.9              -12.078             58.814              0                   0                   
177.9               2.3969e+005         3.9069e+005         -837.97             3431.5              5099.5              -12.091             58.81               0                   0                   
178                 2.4003e+005         3.912e+005          -839.18             3437.2              5108.2              -12.103             58.806              0                   0                   
178.1               2.4038e+005         3.9171e+005         -840.39             3443                5117                -12.116             58.802              0                   0                   
178.2               2.4072e+005         3.9222e+005         -841.6              3448.8              5125.7              -12.128             58.798              0                   0                   
178.3               2.4107e+005         3.9273e+005         -842.82             3454.7              5134.6              -12.141             58.794              0                   0                   
178.4               2.4141e+005         3.9325e+005         -844.03             3460.6              5143.4              -12.153             58.79               0                   0                   
178.5               2.4176e+005         3.9376e+005         -845.25             3466.4              5152.4              -12.166             58.786              0                   0                   
178.6               2.4211e+005         3.9428e+005         -846.47             3472.4              5161.3              -12.179             58.782              0                   0                   
178.7               2.4245e+005         3.9479e+005         -847.68             3478.3              5170.3              -12.191             58.778              0                   0                   
178.8               2.428e+005          3.9531e+005         -848.9              3484.3              5179.3              -12.204             58.774              0                   0                   
178.9               2.4315e+005         3.9583e+005         -850.13             3490.3              5188.4              -12.217             58.77               0                   0                   
179                 2.435e+005          3.9635e+005         -851.35             3496.3              5197.6              -12.229             58.766              0                   0                   
179.1               2.4385e+005         3.9687e+005         -852.57             3502.4              5206.7              -12.242             58.762              0                   0                   
179.2               2.442e+005          3.9739e+005         -853.8              3508.5              5215.9              -12.255             58.758              0                   0                   
179.3               2.4455e+005         3.9791e+005         -855.02             3514.6              5225.2              -12.268             58.754              0                   0                   
179.4               2.449e+005          3.9844e+005         -856.25             3520.7              5234.5              -12.28              58.75               0                   0                   
179.5               2.4526e+005         3.9896e+005         -857.48             3526.9              5243.9              -12.293             58.746              0                   0                   
179.6               2.4561e+005         3.9948e+005         -858.71             3533.1              5253.3              -12.306             58.742              0                   0                   
179.7               2.4596e+005         4.0001e+005         -859.94             3539.3              5262.7              -12.319             58.738              0                   0                   
179.8               2.4632e+005         4.0054e+005         -861.17             3545.6              5272.2              -12.332             58.734              0                   0                   
179.9               2.4667e+005         4.0106e+005         -862.41             3551.9              5281.7              -12.345             58.73               0                   0                   
180                 2.4703e+005         4.0159e+005         -863.64             3558.2              5291.3              -12.358             58.726              0                   0                   
180.1               2.4738e+005         4.0212e+005         -864.88             3564.5              5301                -12.371             58.722              0                   0                   
180.2               2.4774e+005         4.0265e+005         -866.12             3570.9              5310.6              -12.384             58.718              0                   0                   
180.3               2.481e+005          4.0318e+005         -867.35             3577.3              5320.4              -12.397             58.714              0                   0                   
180.4               2.4846e+005         4.0372e+005         -868.59             3583.9              5330.3              -12.41              58.71               0                   0                   
180.5               2.4881e+005         4.0425e+005         -869.84             3590.3              5340.2              -12.423             58.706              0                   0                   
180.6               2.4917e+005         4.0479e+005         -871.08             3596.7              5349.9              -12.436             58.702              0                   0                   
180.7               2.4953e+005         4.0532e+005         -872.32             3603                5359.4              -12.449             58.698              0                   0                   
180.8               2.4989e+005         4.0586e+005         -873.57             3609.2              5368.8              -12.462             58.694              0                   0                   
180.9               2.5026e+005         4.0639e+005         -874.82             3615.4              5378.1              -12.475             58.69               0                   0                   
181                 2.5062e+005         4.0693e+005         -876.06             3621.4              5387.2              -12.489             58.686              0                   0                   
181.1               2.5098e+005         4.0747e+005         -877.31             3627.3              5396.1              -12.502             58.682              0                   0                   
181.2               2.5134e+005         4.0801e+005         -878.56             3633.2              5404.9              -12.515             58.678              0                   0                   
181.3               2.5171e+005         4.0855e+005         -879.82             3639                5413.6              -12.528             58.674              0                   0                   
181.4               2.5207e+005         4.0909e+005         -881.07             3644.6              5422.1              -12.542             58.67               0                   0                   
181.5               2.5244e+005         4.0964e+005         -882.32             3650.2              5430.4              -12.555             58.666              0                   0                   
181.6               2.528e+005          4.1018e+005         -883.58             3655.7              5438.6              -12.568             58.662              0                   0                   
181.7               2.5317e+005         4.1073e+005         -884.84             3661.1              5446.6              -12.582             58.658              0                   0                   
181.8               2.5353e+005         4.1127e+005         -886.1              3666.3              5454.5              -12.595             58.654              0                   0                   
181.9               2.539e+005          4.1182e+005         -887.36             3671.5              5462.2              -12.608             58.65               0                   0                   
182                 2.5427e+005         4.1236e+005         -888.62             3676.6              5469.8              -12.622             58.646              0                   0                   
182.1               2.5463e+005         4.1291e+005         -889.88             3681.6              5477.1              -12.635             58.642              0                   0                   
182.2               2.55e+005           4.1346e+005         -891.15             3686.5              5484.4              -12.649             58.638              0                   0                   
182.3               2.5537e+005         4.1401e+005         -892.41             3691.3              5491.4              -12.662             58.634              0                   0                   
182.4               2.5574e+005         4.1456e+005         -893.68             3696                5498.3              -12.676             58.63               0                   0                   
182.5               2.5611e+005         4.1511e+005         -894.95             3700.6              5505                -12.689             58.626              0                   0                   
182.6               2.5648e+005         4.1566e+005         -896.22             3705.1              5511.5              -12.703             58.622              0                   0                   
182.7               2.5685e+005         4.1621e+005         -897.49             3709.4              5517.9              -12.716             58.618              0                   0                   
182.8               2.5722e+005         4.1676e+005         -898.76             3713.7              5524.1              -12.73              58.614              0                   0                   
182.9               2.576e+005          4.1731e+005         -900.03             3717.9              5530.1              -12.743             58.61               0                   0                   
183                 2.5797e+005         4.1787e+005         -901.31             3721.9              5536                -12.757             58.606              0                   0                   
183.1               2.5834e+005         4.1842e+005         -902.58             3725.9              5541.6              -12.77              58.602              0                   0                   
183.2               2.5871e+005         4.1898e+005         -903.86             3729.7              5547.1              -12.784             58.598              0                   0                   
183.3               2.5909e+005         4.1953e+005         -905.14             3733.5              5552.4              -12.798             58.594              0                   0                   
183.4               2.5946e+005         4.2009e+005         -906.42             3737.1              5557.5              -12.811             58.59               0                   0                   
183.5               2.5983e+005         4.2064e+005         -907.7              3740.6              5562.5              -12.825             58.586              0                   0                   
183.6               2.6021e+005         4.212e+005          -908.99             3744                5567.2              -12.838             58.582              0                   0                   
183.7               2.6058e+005         4.2176e+005         -910.27             3747.3              5571.8              -12.852             58.578              0                   0                   
